Time (s),Sample #,Amplitude
31.789,7036,2
31.789,7037,3
31.789,7038,3
31.789,7039,4
31.789,7040,4
31.789,7041,3
31.822,7042,3
31.822,7043,3
31.822,7044,4
31.822,7045,4
31.822,7046,3
31.822,7047,3
31.822,7048,3
31.843,7049,3
31.843,7050,3
31.843,7051,4
31.843,7052,4
31.843,7053,5
31.843,7054,5
31.870,7055,5
31.870,7056,5
31.870,7057,5
31.870,7058,5
31.870,7059,5
31.870,7060,5
31.870,7061,5
31.904,7062,6
31.904,7063,7
31.904,7064,8
31.904,7065,9
31.904,7066,8
31.904,7067,8
31.904,7068,8
31.919,7069,9
31.919,7070,9
31.919,7071,10
31.919,7072,10
31.919,7073,10
31.943,7074,10
31.943,7075,9
31.943,7076,9
31.943,7077,8
31.943,7078,8
31.943,7079,8
31.943,7080,7
31.969,7081,7
31.969,7082,7
31.969,7083,7
31.969,7084,8
31.969,7085,9
31.969,7086,11
31.992,7087,14
31.992,7088,17
31.992,7089,19
31.992,7090,21
31.992,7091,24
32.023,7092,28
32.023,7093,34
32.023,7094,41
32.023,7095,49
32.023,7096,54
32.034,7097,59
32.034,7098,62
32.034,7099,64
32.034,7100,64
32.034,7101,62
32.053,7102,59
32.053,7103,54
32.053,7104,47
32.053,7105,40
32.053,7106,32
32.083,7107,25
32.083,7108,18
32.083,7109,13
32.083,7110,8
32.084,7111,4
32.084,7112,0
32.100,7113,-4
32.100,7114,-8
32.100,7115,-11
32.100,7116,-14
32.121,7117,-17
32.121,7118,-20
32.121,7119,-22
32.121,7120,-24
32.141,7121,-29
32.141,7122,-36
32.141,7123,-47
32.141,7124,-60
32.170,7125,-71
32.170,7126,-69
32.170,7127,-46
32.170,7128,1
32.170,7129,61
32.179,7130,130
32.179,7131,191
32.179,7132,244
32.179,7133,288
32.204,7134,300
32.204,7135,279
32.204,7136,221
32.204,7137,139
32.219,7138,57
32.219,7139,-6
32.219,7140,-48
32.219,7141,-71
32.239,7142,-80
32.239,7143,-83
32.239,7144,-85
32.239,7145,-87
32.264,7146,-89
32.265,7147,-91
32.265,7148,-91
32.265,7149,-89
32.290,7150,-87
32.290,7151,-84
32.290,7152,-81
32.290,7153,-78
32.310,7154,-76
32.310,7155,-74
32.310,7156,-70
32.310,7157,-67
32.329,7158,-63
32.329,7159,-59
32.329,7160,-56
32.329,7161,-52
32.350,7162,-49
32.350,7163,-45
32.350,7164,-42
32.350,7165,-40
32.370,7166,-36
32.370,7167,-34
32.370,7168,-31
32.370,7169,-28
32.394,7170,-26
32.394,7171,-23
32.394,7172,-21
32.394,7173,-20
32.413,7174,-18
32.413,7175,-16
32.413,7176,-15
32.413,7177,-13
32.434,7178,-12
32.434,7179,-11
32.434,7180,-10
32.435,7181,-9
32.450,7182,-8
32.450,7183,-7
32.450,7184,-7
32.450,7185,-6
32.450,7186,-6
32.472,7187,-7
32.472,7188,-6
32.472,7189,-7
32.472,7190,-6
32.472,7191,-7
32.490,7192,-8
32.490,7193,-8
32.490,7194,-9
32.490,7195,-9
32.490,7196,-10
32.519,7197,-11
32.519,7198,-12
32.519,7199,-13
32.519,7200,-14
32.543,7201,-15
32.543,7202,-16
32.543,7203,-17
32.543,7204,-18
32.560,7205,-18
32.561,7206,-19
32.561,7207,-21
32.561,7208,-20
32.583,7209,-21
32.583,7210,-20
32.583,7211,-19
32.583,7212,-17
32.603,7213,-16
32.603,7214,-14
32.603,7215,-13
32.603,7216,-11
32.621,7217,-10
32.621,7218,-9
32.621,7219,-8
32.621,7220,-7
32.622,7221,-6
32.640,7222,-6
32.640,7223,-5
32.640,7224,-3
32.640,7225,-2
32.640,7226,-1
32.662,7227,-1
32.662,7228,0
32.662,7229,0
32.662,7230,0
32.662,7231,0
32.662,7232,0
32.684,7233,0
32.684,7234,0
32.684,7235,-1
32.684,7236,0
32.684,7237,-1
32.684,7238,-2
32.700,7239,-1
32.700,7240,-2
32.700,7241,-1
32.700,7242,-1
32.700,7243,-2
32.734,7244,-2
32.734,7245,-3
32.734,7246,-3
32.734,7247,-3
32.734,7248,-4
32.750,7249,-2
32.750,7250,-3
32.750,7251,-3
32.750,7252,-4
32.750,7253,-4
32.774,7254,-4
32.774,7255,-6
32.774,7256,-6
32.774,7257,-6
32.774,7258,-6
32.789,7259,-5
32.789,7260,-5
32.790,7261,-4
32.790,7262,-5
32.790,7263,-6
32.809,7264,-5
32.809,7265,-6
32.809,7266,-6
32.809,7267,-6
32.809,7268,-7
32.829,7269,-5
32.829,7270,-5
32.829,7271,-5
32.829,7272,-5
32.829,7273,-6
32.850,7274,-5
32.850,7275,-5
32.850,7276,-4
32.850,7277,-4
32.850,7278,-4
32.870,7279,-2
32.870,7280,-2
32.870,7281,-1
32.870,7282,-2
32.870,7283,-2
32.899,7284,-1
32.899,7285,-1
32.899,7286,0
32.899,7287,0
32.899,7288,-1
32.899,7289,0
32.909,7290,0
32.909,7291,0
32.909,7292,-1
32.909,7293,-2
32.909,7294,-1
32.931,7295,-1
32.931,7296,0
32.931,7297,-1
32.931,7298,-1
32.931,7299,0
32.931,7300,0
32.960,7301,1
32.960,7302,1
32.960,7303,1
32.960,7304,2
32.960,7305,0
32.960,7306,1
32.960,7307,0
32.979,7308,0
32.979,7309,0
32.979,7310,0
32.979,7311,0
32.979,7312,0
32.979,7313,-1
33.000,7314,0
33.000,7315,0
33.000,7316,2
33.000,7317,2
33.000,7318,2
33.000,7319,3
33.000,7320,2
33.021,7321,2
33.021,7322,2
33.021,7323,2
33.021,7324,3
33.021,7325,2
33.021,7326,4
33.039,7327,4
33.039,7328,4
33.039,7329,7
33.039,7330,8
33.039,7331,11
33.039,7332,12
33.059,7333,14
33.059,7334,17
33.059,7335,18
33.059,7336,22
33.059,7337,26
33.079,7338,32
33.079,7339,40
33.079,7340,46
33.079,7341,53
33.079,7342,56
33.099,7343,58
33.099,7344,60
33.099,7345,58
33.099,7346,56
33.099,7347,51
33.121,7348,44
33.121,7349,39
33.121,7350,31
33.121,7351,25
33.121,7352,18
33.144,7353,11
33.144,7354,7
33.144,7355,2
33.144,7356,-1
33.144,7357,-5
33.144,7358,-9
33.171,7359,-10
33.171,7360,-13
33.171,7361,-15
33.171,7362,-17
33.190,7363,-19
33.190,7364,-20
33.191,7365,-23
33.191,7366,-28
33.209,7367,-37
33.209,7368,-50
33.209,7369,-62
33.209,7370,-70
33.231,7371,-60
33.231,7372,-25
33.231,7373,26
33.231,7374,93
33.250,7375,159
33.250,7376,217
33.250,7377,267
33.250,7378,301
33.270,7379,300
33.270,7380,263
33.270,7381,190
33.270,7382,103
33.297,7383,25
33.297,7384,-27
33.297,7385,-59
33.297,7386,-72
33.310,7387,-77
33.310,7388,-79
33.310,7389,-80
33.310,7390,-80
33.330,7391,-79
33.330,7392,-78
33.330,7393,-77
33.330,7394,-77
33.354,7395,-75
33.354,7396,-73
33.354,7397,-71
33.354,7398,-68
33.380,7399,-66
33.380,7400,-63
33.380,7401,-61
33.380,7402,-59
33.399,7403,-57
33.399,7404,-54
33.399,7405,-52
33.399,7406,-49
33.419,7407,-46
33.419,7408,-43
33.419,7409,-41
33.419,7410,-39
33.441,7411,-36
33.441,7412,-33
33.441,7413,-30
33.441,7414,-28
33.461,7415,-26
33.461,7416,-22
33.461,7417,-19
33.461,7418,-16
33.483,7419,-14
33.484,7420,-13
33.484,7421,-9
33.484,7422,-7
33.484,7423,-4
33.503,7424,-2
33.503,7425,-1
33.503,7426,0
33.503,7427,0
33.503,7428,0
33.503,7429,0
33.519,7430,0
33.519,7431,0
33.519,7432,-1
33.519,7433,-1
33.519,7434,-2
33.544,7435,-2
33.544,7436,-3
33.544,7437,-4
33.544,7438,-6
33.544,7439,-8
33.564,7440,-9
33.564,7441,-11
33.564,7442,-12
33.564,7443,-13
33.581,7444,-14
33.581,7445,-15
33.581,7446,-16
33.581,7447,-18
33.609,7448,-19
33.609,7449,-20
33.609,7450,-20
33.609,7451,-21
33.629,7452,-21
33.629,7453,-19
33.629,7454,-19
33.629,7455,-17
33.652,7456,-17
33.652,7457,-17
33.652,7458,-16
33.652,7459,-14
33.673,7460,-11
33.673,7461,-9
33.673,7462,-7
33.673,7463,-6
33.673,7464,-5
33.692,7465,-3
33.692,7466,-1
33.692,7467,0
33.692,7468,1
33.692,7469,1
33.692,7470,2
33.692,7471,3
33.713,7472,3
33.713,7473,3
33.713,7474,3
33.713,7475,3
33.713,7476,3
33.713,7477,3
33.732,7478,2
33.732,7479,1
33.732,7480,1
33.732,7481,0
33.732,7482,0
33.732,7483,0
33.732,7484,0
33.749,7485,0
33.749,7486,0
33.749,7487,0
33.749,7488,-1
33.749,7489,-1
33.749,7490,-2
33.770,7491,-2
33.770,7492,-2
33.770,7493,-2
33.770,7494,-3
33.770,7495,-3
33.790,7496,-3
33.790,7497,-3
33.790,7498,-3
33.790,7499,-3
33.790,7500,-3
33.830,7501,-3
33.831,7502,-2
33.831,7503,-2
33.831,7504,-2
33.831,7505,-1
33.839,7506,-1
33.839,7507,-1
33.839,7508,-1
33.839,7509,-1
33.839,7510,-1
33.859,7511,0
33.859,7512,0
33.859,7513,0
33.859,7514,0
33.859,7515,0
33.859,7516,0
33.882,7517,0
33.882,7518,-1
33.882,7519,-1
33.882,7520,-2
33.882,7521,-2
33.903,7522,-2
33.903,7523,-2
33.903,7524,-2
33.903,7525,-2
33.903,7526,-1
33.922,7527,-1
33.922,7528,-1
33.922,7529,0
33.922,7530,0
33.922,7531,1
33.922,7532,1
33.922,7533,1
33.939,7534,1
33.939,7535,2
33.939,7536,3
33.939,7537,3
33.939,7538,3
33.939,7539,4
33.959,7540,5
33.959,7541,6
33.959,7542,6
33.959,7543,7
33.959,7544,7
33.959,7545,7
33.959,7546,7
33.989,7547,7
33.989,7548,8
33.990,7549,8
33.990,7550,9
33.990,7551,9
33.990,7552,8
33.990,7553,8
34.011,7554,9
34.011,7555,10
34.011,7556,11
34.011,7557,11
34.011,7558,10
34.040,7559,10
34.040,7560,10
34.040,7561,9
34.040,7562,9
34.040,7563,8
34.040,7564,8
34.061,7565,9
34.061,7566,10
34.061,7567,10
34.061,7568,11
34.061,7569,12
34.080,7570,12
34.080,7571,12
34.080,7572,12
34.080,7573,13
34.080,7574,13
34.100,7575,13
34.100,7576,13
34.100,7577,12
34.100,7578,12
34.100,7579,12
34.123,7580,12
34.123,7581,13
34.123,7582,15
34.123,7583,17
34.123,7584,19
34.139,7585,21
34.139,7586,24
34.139,7587,25
34.139,7588,28
34.139,7589,32
34.164,7590,38
34.164,7591,45
34.164,7592,52
34.164,7593,58
34.164,7594,63
34.183,7595,66
34.183,7596,68
34.183,7597,67
34.183,7598,65
34.183,7599,61
34.210,7600,56
34.210,7601,51
34.210,7602,44
34.210,7603,37
34.210,7604,30
34.233,7605,24
34.233,7606,18
34.233,7607,13
34.233,7608,9
34.233,7609,5
34.233,7610,3
34.249,7611,0
34.249,7612,-2
34.249,7613,-5
34.249,7614,-7
34.249,7615,-10
34.274,7616,-12
34.274,7617,-15
34.274,7618,-21
34.274,7619,-31
34.295,7620,-45
34.295,7621,-59
34.295,7622,-68
34.295,7623,-63
34.314,7624,-32
34.314,7625,17
34.314,7626,82
34.314,7627,149
34.351,7628,208
34.351,7629,259
34.351,7630,298
34.351,7631,304
34.351,7632,274
34.351,7633,207
34.351,7634,120
34.351,7635,40
34.370,7636,-17
34.370,7637,-52
34.370,7638,-68
34.370,7639,-74
34.390,7640,-77
34.390,7641,-80
34.390,7642,-83
34.390,7643,-85
34.424,7644,-85
34.424,7645,-83
34.424,7646,-81
34.424,7647,-80
34.443,7648,-79
34.443,7649,-78
34.443,7650,-77
34.443,7651,-74
34.459,7652,-71
34.459,7653,-68
34.459,7654,-66
34.459,7655,-63
34.481,7656,-61
34.481,7657,-58
34.481,7658,-54
34.481,7659,-51
34.500,7660,-47
34.501,7661,-45
34.501,7662,-41
34.501,7663,-38
34.524,7664,-36
34.524,7665,-32
34.524,7666,-31
34.524,7667,-28
34.543,7668,-27
34.543,7669,-24
34.543,7670,-22
34.543,7671,-20
34.559,7672,-18
34.559,7673,-16
34.559,7674,-14
34.559,7675,-12
34.579,7676,-10
34.579,7677,-8
34.579,7678,-7
34.579,7679,-6
34.579,7680,-6
34.601,7681,-5
34.601,7682,-5
34.601,7683,-4
34.601,7684,-3
34.601,7685,-2
34.620,7686,-2
34.620,7687,-1
34.620,7688,0
34.620,7689,0
34.620,7690,0
34.620,7691,-1
34.652,7692,-2
34.652,7693,-3
34.652,7694,-4
34.652,7695,-6
34.652,7696,-8
34.669,7697,-9
34.669,7698,-11
34.669,7699,-12
34.669,7700,-12
34.689,7701,-13
34.689,7702,-14
34.689,7703,-15
34.689,7704,-16
34.714,7705,-17
34.714,7706,-17
34.714,7707,-16
34.714,7708,-14
34.734,7709,-14
34.734,7710,-13
34.734,7711,-12
34.734,7712,-11
34.752,7713,-9
34.752,7714,-7
34.752,7715,-6
34.752,7716,-4
34.752,7717,-3
34.770,7718,-1
34.770,7719,0
34.770,7720,0
34.770,7721,1
34.770,7722,2
34.770,7723,3
34.770,7724,3
34.791,7725,4
34.791,7726,4
34.791,7727,4
34.791,7728,4
34.791,7729,4
34.791,7730,3
34.791,7731,2
34.812,7732,2
34.812,7733,2
34.812,7734,1
34.812,7735,0
34.812,7736,0
34.812,7737,0
34.830,7738,0
34.830,7739,0
34.830,7740,0
34.830,7741,0
34.830,7742,0
34.830,7743,0
34.830,7744,0
34.862,7745,-1
34.862,7746,-1
34.862,7747,-1
34.862,7748,-1
34.862,7749,-1
34.884,7750,-1
34.884,7751,-1
34.884,7752,-1
34.884,7753,-2
34.884,7754,-2
34.902,7755,-2
34.902,7756,-2
34.902,7757,-2
34.902,7758,-2
34.902,7759,-2
34.920,7760,-1
34.920,7761,-1
34.920,7762,0
34.920,7763,0
34.920,7764,0
34.920,7765,0
34.940,7766,1
34.940,7767,1
34.940,7768,1
34.940,7769,0
34.940,7770,0
34.940,7771,0
34.940,7772,0
34.962,7773,0
34.962,7774,0
34.962,7775,0
34.962,7776,0
34.962,7777,0
34.962,7778,0
34.994,7779,0
34.994,7780,0
34.994,7781,0
34.994,7782,0
34.994,7783,0
34.994,7784,0
34.994,7785,0
35.022,7786,1
35.022,7787,2
35.022,7788,3
35.022,7789,3
35.022,7790,3
35.022,7791,3
35.022,7792,3
35.040,7793,4
35.040,7794,5
35.040,7795,5
35.040,7796,5
35.040,7797,5
35.040,7798,6
35.072,7799,5
35.072,7800,5
35.072,7801,5
35.072,7802,5
35.072,7803,5
35.072,7804,5
35.072,7805,5
35.100,7806,5
35.100,7807,5
35.100,7808,6
35.100,7809,6
35.100,7810,6
35.100,7811,6
35.100,7812,6
35.119,7813,7
35.119,7814,7
35.119,7815,7
35.119,7816,7
35.119,7817,7
35.119,7818,6
35.153,7819,6
35.153,7820,6
35.153,7821,6
35.153,7822,7
35.153,7823,7
35.153,7824,6
35.153,7825,6
35.182,7826,6
35.182,7827,7
35.182,7828,8
35.182,7829,8
35.182,7830,8
35.182,7831,9
35.202,7832,11
35.202,7833,14
35.202,7834,16
35.202,7835,19
35.202,7836,20
35.220,7837,22
35.220,7838,25
35.220,7839,28
35.220,7840,34
35.220,7841,41
35.241,7842,48
35.241,7843,54
35.241,7844,57
35.241,7845,60
35.241,7846,60
35.259,7847,59
35.259,7848,56
35.259,7849,50
35.259,7850,44
35.259,7851,37
35.279,7852,30
35.279,7853,24
35.279,7854,17
35.279,7855,11
35.279,7856,6
35.279,7857,1
35.300,7858,-2
35.300,7859,-7
35.300,7860,-10
35.300,7861,-13
35.334,7862,-16
35.334,7863,-18
35.334,7864,-21
35.334,7865,-22
35.352,7866,-24
35.352,7867,-27
35.352,7868,-34
35.352,7869,-47
35.369,7870,-61
35.369,7871,-74
35.369,7872,-76
35.369,7873,-57
35.393,7874,-11
35.393,7875,47
35.393,7876,118
35.393,7877,180
35.409,7878,235
35.409,7879,281
35.409,7880,300
35.409,7881,285
35.432,7882,232
35.432,7883,151
35.432,7884,67
35.432,7885,0
35.432,7886,-46
35.452,7887,-69
35.452,7888,-78
35.452,7889,-82
35.452,7890,-84
35.470,7891,-88
35.470,7892,-91
35.470,7893,-92
35.470,7894,-93
35.492,7895,-92
35.492,7896,-90
35.492,7897,-89
35.492,7898,-85
35.509,7899,-83
35.509,7900,-79
35.509,7901,-77
35.509,7902,-75
35.541,7903,-72
35.541,7904,-70
35.541,7905,-68
35.541,7906,-65
35.560,7907,-62
35.560,7908,-59
35.560,7909,-57
35.560,7910,-54
35.580,7911,-52
35.580,7912,-49
35.580,7913,-46
35.580,7914,-44
35.600,7915,-41
35.600,7916,-39
35.600,7917,-35
35.600,7918,-32
35.621,7919,-30
35.621,7920,-28
35.621,7921,-26
35.621,7922,-24
35.640,7923,-22
35.640,7924,-21
35.640,7925,-20
35.640,7926,-19
35.661,7927,-18
35.661,7928,-16
35.661,7929,-15
35.661,7930,-14
35.680,7931,-13
35.680,7932,-12
35.680,7933,-11
35.680,7934,-9
35.702,7935,-9
35.702,7936,-10
35.702,7937,-10
35.702,7938,-11
35.721,7939,-12
35.721,7940,-13
35.721,7941,-14
35.721,7942,-15
35.740,7943,-16
35.740,7944,-17
35.740,7945,-18
35.740,7946,-20
35.770,7947,-22
35.770,7948,-23
35.770,7949,-23
35.770,7950,-23
35.789,7951,-23
35.789,7952,-22
35.789,7953,-21
35.789,7954,-19
35.811,7955,-17
35.811,7956,-16
35.811,7957,-13
35.811,7958,-13
35.831,7959,-12
35.831,7960,-11
35.831,7961,-9
35.831,7962,-7
35.831,7963,-5
35.849,7964,-4
35.849,7965,-4
35.849,7966,-3
35.849,7967,-2
35.849,7968,1
35.849,7969,2
35.869,7970,4
35.869,7971,4
35.869,7972,3
35.869,7973,4
35.869,7974,4
35.869,7975,4
35.889,7976,4
35.889,7977,3
35.889,7978,3
35.889,7979,2
35.889,7980,2
35.889,7981,1
35.889,7982,0
35.913,7983,0
35.913,7984,0
35.913,7985,0
35.913,7986,0
35.913,7987,0
35.913,7988,0
35.913,7989,0
35.935,7990,1
35.937,7991,1
35.937,7992,0
35.937,7993,1
35.937,7994,0
35.937,7995,1
35.961,7996,0
35.961,7997,0
35.961,7998,0
35.961,7999,0
35.961,8000,1
35.961,8001,0
35.961,8002,0
35.979,8003,1
35.979,8004,1
35.979,8005,1
35.979,8006,1
35.979,8007,0
35.979,8008,1
35.979,8009,1
36.010,8010,1
36.011,8011,1
36.011,8012,1
36.011,8013,2
36.011,8014,2
36.011,8015,3
36.039,8016,4
36.039,8017,4
36.039,8018,6
36.039,8019,6
36.040,8020,6
36.040,8021,6
36.040,8022,6
36.060,8023,7
36.060,8024,8
36.060,8025,9
36.060,8026,9
36.060,8027,9
36.060,8028,9
36.060,8029,8
36.090,8030,8
36.090,8031,7
36.090,8032,7
36.090,8033,8
36.090,8034,7
36.090,8035,8
36.110,8036,8
36.110,8037,8
36.110,8038,10
36.110,8039,10
36.110,8040,11
36.110,8041,10
36.139,8042,10
36.139,8043,11
36.139,8044,10
36.140,8045,11
36.140,8046,10
36.165,8047,10
36.165,8048,10
36.165,8049,10
36.165,8050,11
36.165,8051,10
36.183,8052,9
36.183,8053,9
36.183,8054,8
36.183,8055,8
36.183,8056,8
36.183,8057,8
36.215,8058,9
36.215,8059,8
36.215,8060,8
36.215,8061,6
36.215,8062,6
36.215,8063,6
36.215,8064,6
36.230,8065,7
36.230,8066,7
36.230,8067,8
36.230,8068,10
36.230,8069,12
36.230,8070,13
36.249,8071,14
36.249,8072,16
36.249,8073,19
36.249,8074,22
36.249,8075,27
36.270,8076,33
36.270,8077,39
36.270,8078,47
36.270,8079,52
36.270,8080,56
36.295,8081,57
36.295,8082,57
36.295,8083,57
36.295,8084,53
36.295,8085,48
36.320,8086,42
36.320,8087,36
36.320,8088,30
36.320,8089,24
36.320,8090,18
36.347,8091,12
36.347,8092,7
36.347,8093,3
36.347,8094,0
36.347,8095,-3
36.361,8096,-7
36.361,8097,-10
36.361,8098,-12
36.361,8099,-15
36.379,8100,-17
36.380,8101,-20
36.380,8102,-23
36.380,8103,-28
36.399,8104,-39
36.400,8105,-52
36.400,8106,-67
36.400,8107,-76
36.425,8108,-66
36.425,8109,-29
36.425,8110,23
36.426,8111,91
36.426,8112,157
36.441,8113,215
36.441,8114,265
36.441,8115,295
36.441,8116,292
36.459,8117,253
36.459,8118,181
36.459,8119,97
36.459,8120,22
36.485,8121,-32
36.485,8122,-66
36.485,8123,-82
36.485,8124,-88
36.500,8125,-90
36.500,8126,-91
36.500,8127,-93
36.500,8128,-95
36.522,8129,-95
36.522,8130,-94
36.522,8131,-92
36.522,8132,-89
36.554,8133,-86
36.554,8134,-83
36.554,8135,-80
36.554,8136,-77
36.570,8137,-74
36.571,8138,-71
36.571,8139,-69
36.571,8140,-66
36.590,8141,-62
36.590,8142,-59
36.590,8143,-55
36.590,8144,-52
36.614,8145,-49
36.614,8146,-46
36.614,8147,-43
36.614,8148,-40
36.634,8149,-38
36.634,8150,-36
36.634,8151,-35
36.634,8152,-32
36.650,8153,-30
36.650,8154,-27
36.650,8155,-25
36.650,8156,-22
36.669,8157,-19
36.670,8158,-17
36.670,8159,-16
36.670,8160,-15
36.690,8161,-14
36.690,8162,-12
36.690,8163,-12
36.690,8164,-11
36.709,8165,-10
36.709,8166,-10
36.709,8167,-9
36.709,8168,-8
36.709,8169,-7
36.729,8170,-6
36.729,8171,-8
36.729,8172,-9
36.729,8173,-10
36.769,8174,-10
36.769,8175,-10
36.769,8176,-10
36.769,8177,-11
36.782,8178,-13
36.782,8179,-14
36.782,8180,-16
36.782,8181,-17
36.802,8182,-18
36.802,8183,-19
36.802,8184,-20
36.802,8185,-21
36.819,8186,-21
36.819,8187,-20
36.819,8188,-20
36.819,8189,-19
36.841,8190,-18
36.841,8191,-16
36.841,8192,-15
36.841,8193,-13
36.860,8194,-12
36.861,8195,-11
36.861,8196,-10
36.861,8197,-8
36.861,8198,-6
36.882,8199,-4
36.882,8200,-3
36.882,8201,-2
36.882,8202,-1
36.882,8203,-1
36.901,8204,0
36.901,8205,0
36.901,8206,1
36.901,8207,1
36.901,8208,0
36.901,8209,0
36.901,8210,0
36.920,8211,0
36.920,8212,0
36.920,8213,1
36.920,8214,2
36.920,8215,2
36.920,8216,2
36.940,8217,2
36.940,8218,1
36.940,8219,1
36.940,8220,0
36.940,8221,1
36.940,8222,0
36.940,8223,0
36.965,8224,0
36.965,8225,0
36.965,8226,0
36.965,8227,0
36.965,8228,0
36.965,8229,0
36.965,8230,0
36.992,8231,1
36.992,8232,1
36.992,8233,1
36.992,8234,0
36.992,8235,0
36.992,8236,0
37.010,8237,0
37.010,8238,0
37.010,8239,0
37.011,8240,0
37.011,8241,0
37.011,8242,1
37.011,8243,0
37.030,8244,0
37.030,8245,0
37.030,8246,0
37.030,8247,0
37.030,8248,0
37.030,8249,0
37.030,8250,0
37.060,8251,0
37.060,8252,0
37.060,8253,0
37.060,8254,-1
37.060,8255,-1
37.060,8256,0
37.090,8257,0
37.090,8258,1
37.090,8259,1
37.090,8260,2
37.090,8261,2
37.090,8262,2
37.111,8263,1
37.111,8264,0
37.111,8265,0
37.111,8266,1
37.111,8267,2
37.111,8268,1
37.111,8269,1
37.142,8270,0
37.142,8271,-1
37.142,8272,-1
37.142,8273,0
37.142,8274,0
37.142,8275,1
37.160,8276,2
37.160,8277,2
37.160,8278,2
37.160,8279,2
37.160,8280,1
37.160,8281,1
37.160,8282,0
37.192,8283,0
37.192,8284,0
37.192,8285,0
37.192,8286,0
37.192,8287,0
37.192,8288,0
37.220,8289,0
37.220,8290,0
37.220,8291,0
37.220,8292,2
37.220,8293,3
37.220,8294,5
37.220,8295,7
37.240,8296,9
37.240,8297,12
37.240,8298,16
37.240,8299,21
37.240,8300,27
37.264,8301,35
37.264,8302,41
37.264,8303,46
37.264,8304,51
37.264,8305,53
37.280,8306,55
37.280,8307,53
37.280,8308,49
37.280,8309,44
37.280,8310,38
37.303,8311,31
37.303,8312,25
37.303,8313,19
37.303,8314,14
37.303,8315,8
37.303,8316,4
37.325,8317,0
37.325,8318,-4
37.325,8319,-8
37.325,8320,-11
37.342,8321,-13
37.342,8322,-16
37.342,8323,-18
37.342,8324,-20
37.371,8325,-22
37.371,8326,-26
37.371,8327,-32
37.371,8328,-42
37.390,8329,-54
37.390,8330,-67
37.390,8331,-74
37.390,8332,-63
37.410,8333,-25
37.410,8334,28
37.410,8335,96
37.410,8336,162
37.410,8337,219
37.430,8338,267
37.430,8339,287
37.430,8340,278
37.430,8341,236
37.449,8342,171
37.449,8343,98
37.449,8344,30
37.449,8345,-26
37.473,8346,-67
37.473,8347,-91
37.473,8348,-99
37.473,8349,-99
37.494,8350,-97
37.494,8351,-95
37.494,8352,-94
37.494,8353,-92
37.514,8354,-90
37.514,8355,-86
37.514,8356,-81
37.514,8357,-77
37.529,8358,-71
37.529,8359,-68
37.529,8360,-63
37.529,8361,-58
37.549,8362,-55
37.549,8363,-51
37.549,8364,-47
37.549,8365,-43
37.574,8366,-39
37.574,8367,-35
37.574,8368,-32
37.574,8369,-30
37.601,8370,-28
37.601,8371,-26
37.601,8372,-24
37.601,8373,-22
37.626,8374,-20
37.626,8375,-17
37.626,8376,-14
37.626,8377,-12
37.640,8378,-9
37.640,8379,-7
37.640,8380,-3
37.640,8381,0
37.640,8382,2
37.640,8383,5
37.660,8384,6
37.660,8385,7
37.660,8386,8
37.660,8387,9
37.660,8388,11
37.660,8389,12
37.683,8390,13
37.683,8391,15
37.683,8392,15
37.683,8393,16
37.683,8394,17
37.700,8395,18
37.700,8396,18
37.700,8397,18
37.700,8398,19
37.700,8399,18
37.720,8400,18
37.720,8401,17
37.720,8402,15
37.720,8403,14
37.720,8404,12
37.742,8405,11
37.742,8406,10
37.742,8407,9
37.742,8408,9
37.742,8409,8
37.742,8410,7
37.760,8411,6
37.760,8412,5
37.760,8413,4
37.760,8414,4
37.760,8415,3
37.760,8416,3
37.760,8417,3
37.782,8418,3
37.782,8419,3
37.782,8420,3
37.782,8421,4
37.782,8422,5
37.782,8423,5
37.782,8424,6
37.809,8425,6
37.809,8426,6
37.809,8427,6
37.809,8428,6
37.809,8429,6
37.809,8430,7
37.832,8431,7
37.832,8432,7
37.832,8433,7
37.832,8434,8
37.832,8435,9
37.832,8436,10
37.854,8437,11
37.854,8438,12
37.854,8439,12
37.854,8440,12
37.854,8441,12
37.869,8442,11
37.869,8443,11
37.869,8444,11
37.869,8445,10
37.869,8446,10
37.892,8447,10
37.892,8448,9
37.892,8449,7
37.893,8450,6
37.893,8451,6
37.893,8452,6
37.893,8453,5
37.919,8454,5
37.919,8455,5
37.919,8456,4
37.919,8457,3
37.919,8458,2
37.919,8459,1
37.919,8460,1
37.954,8461,1
37.954,8462,2
37.954,8463,2
37.954,8464,1
37.954,8465,1
37.954,8466,1
37.969,8467,0
37.969,8468,1
37.969,8469,1
37.969,8470,2
37.969,8471,3
37.969,8472,2
37.969,8473,1
37.999,8474,0
37.999,8475,1
37.999,8476,1
37.999,8477,1
37.999,8478,0
37.999,8479,0
37.999,8480,0
38.035,8481,0
38.035,8482,1
38.035,8483,1
38.035,8484,0
38.035,8485,0
38.035,8486,0
38.051,8487,0
38.051,8488,0
38.051,8489,1
38.051,8490,2
38.051,8491,3
38.051,8492,3
38.051,8493,2
38.080,8494,1
38.080,8495,1
38.080,8496,1
38.080,8497,0
38.080,8498,0
38.080,8499,0
38.080,8500,0
38.110,8501,0
38.110,8502,1
38.110,8503,2
38.110,8504,2
38.110,8505,2
38.110,8506,2
38.129,8507,2
38.129,8508,3
38.129,8509,2
38.129,8510,2
38.129,8511,2
38.129,8512,2
38.129,8513,3
38.159,8514,4
38.159,8515,6
38.159,8516,8
