Time (s),Sample #,Amplitude
38.159,8517,10
38.159,8518,12
38.159,8519,14
38.181,8520,17
38.181,8521,21
38.181,8522,26
38.181,8523,33
38.181,8524,39
38.201,8525,45
38.201,8526,50
38.201,8527,54
38.201,8528,58
38.201,8529,61
38.219,8530,61
38.219,8531,59
38.219,8532,53
38.219,8533,47
38.219,8534,40
38.239,8535,34
38.239,8536,27
38.239,8537,21
38.239,8538,14
38.239,8539,8
38.263,8540,2
38.263,8541,-2
38.263,8542,-6
38.263,8543,-10
38.263,8544,-13
38.290,8545,-16
38.290,8546,-20
38.290,8547,-23
38.290,8548,-25
38.299,8549,-27
38.299,8550,-30
38.299,8551,-36
38.299,8552,-46
38.321,8553,-59
38.321,8554,-70
38.321,8555,-72
38.321,8556,-53
38.350,8557,-8
38.350,8558,48
38.350,8559,119
38.350,8560,181
38.372,8561,235
38.372,8562,276
38.372,8563,287
38.372,8564,269
38.391,8565,218
38.392,8566,147
38.392,8567,73
38.392,8568,6
38.392,8569,-47
38.410,8570,-84
38.410,8571,-104
38.410,8572,-110
38.433,8573,-108
38.433,8574,-106
38.433,8575,-103
38.452,8576,-102
38.452,8577,-100
38.452,8578,-97
38.452,8579,-93
38.470,8580,-88
38.470,8581,-83
38.470,8582,-78
38.470,8583,-73
38.494,8584,-70
38.494,8585,-65
38.494,8586,-61
38.494,8587,-56
38.514,8588,-52
38.514,8589,-48
38.514,8590,-45
38.515,8591,-42
38.529,8592,-39
38.529,8593,-35
38.529,8594,-32
38.529,8595,-29
38.553,8596,-27
38.553,8597,-25
38.553,8598,-22
38.553,8599,-19
38.579,8600,-16
38.579,8601,-14
38.579,8602,-13
38.579,8603,-12
38.600,8604,-10
38.600,8605,-8
38.600,8606,-6
38.600,8607,-4
38.600,8608,-3
38.619,8609,-1
38.619,8610,0
38.619,8611,2
38.619,8612,3
38.619,8613,4
38.619,8614,5
38.619,8615,6
38.642,8616,6
38.642,8617,7
38.642,8618,7
38.642,8619,7
38.642,8620,7
38.642,8621,7
38.660,8622,7
38.660,8623,7
38.660,8624,6
38.660,8625,4
38.660,8626,2
38.660,8627,1
38.660,8628,0
38.683,8629,0
38.683,8630,0
38.683,8631,-1
38.683,8632,-1
38.683,8633,-1
38.700,8634,-1
38.700,8635,-2
38.700,8636,-2
38.700,8637,-2
38.700,8638,-2
38.722,8639,-2
38.722,8640,-1
38.722,8641,0
38.723,8642,0
38.723,8643,1
38.723,8644,1
38.723,8645,2
38.740,8646,2
38.740,8647,3
38.740,8648,4
38.740,8649,5
38.740,8650,7
38.740,8651,8
38.769,8652,10
38.770,8653,11
38.770,8654,11
38.770,8655,12
38.770,8656,12
38.792,8657,13
38.792,8658,13
38.792,8659,13
38.792,8660,13
38.792,8661,13
38.815,8662,14
38.815,8663,14
38.815,8664,13
38.815,8665,12
38.815,8666,12
38.829,8667,11
38.829,8668,10
38.829,8669,9
38.829,8670,8
38.829,8671,8
38.829,8672,8
38.853,8673,8
38.853,8674,8
38.853,8675,7
38.853,8676,5
38.853,8677,5
38.853,8678,4
38.853,8679,4
38.881,8680,4
38.881,8681,3
38.881,8682,3
38.881,8683,3
38.881,8684,2
38.881,8685,1
38.881,8686,1
38.899,8687,2
38.899,8688,2
38.899,8689,2
38.899,8690,2
38.899,8691,2
38.899,8692,3
38.935,8693,2
38.935,8694,2
38.935,8695,2
38.935,8696,2
38.935,8697,2
38.935,8698,2
38.935,8699,2
38.960,8700,3
38.960,8701,4
38.960,8702,5
38.960,8703,4
38.960,8704,3
38.960,8705,2
38.960,8706,2
38.980,8707,2
38.980,8708,2
38.980,8709,3
38.980,8710,3
38.980,8711,4
38.980,8712,4
39.010,8713,4
39.010,8714,4
39.010,8715,4
39.010,8716,3
39.010,8717,3
39.010,8718,2
39.010,8719,2
39.041,8720,2
39.041,8721,3
39.041,8722,3
39.041,8723,2
39.041,8724,1
39.041,8725,0
39.041,8726,0
39.061,8727,1
39.061,8728,3
39.061,8729,5
39.061,8730,7
39.061,8731,9
39.061,8732,11
39.081,8733,13
39.081,8734,15
39.081,8735,19
39.081,8736,25
39.081,8737,31
39.115,8738,37
39.115,8739,43
39.115,8740,48
39.115,8741,52
39.115,8742,55
39.132,8743,56
39.132,8744,54
39.132,8745,50
39.132,8746,45
39.132,8747,39
39.154,8748,33
39.154,8749,25
39.154,8750,17
39.154,8751,10
39.154,8752,4
39.171,8753,0
39.171,8754,-4
39.171,8755,-8
39.171,8756,-11
39.171,8757,-14
39.189,8758,-18
39.189,8759,-21
39.189,8760,-24
39.189,8761,-26
39.210,8762,-26
39.210,8763,-28
39.210,8764,-33
39.210,8765,-44
39.233,8766,-57
39.233,8767,-70
39.233,8768,-77
39.233,8769,-67
39.249,8770,-32
39.249,8771,19
39.249,8772,86
39.249,8773,152
39.272,8774,210
39.272,8775,260
39.272,8776,285
39.272,8777,281
39.299,8778,242
39.299,8779,174
39.299,8780,96
39.299,8781,24
39.299,8782,-34
39.324,8783,-76
39.324,8784,-101
39.324,8785,-112
39.344,8786,-114
39.344,8787,-111
39.344,8788,-110
39.362,8789,-106
39.362,8790,-105
39.362,8791,-101
39.362,8792,-97
39.382,8793,-94
39.382,8794,-92
39.382,8795,-88
39.382,8796,-84
39.400,8797,-80
39.400,8798,-77
39.400,8799,-73
39.400,8800,-70
39.420,8801,-66
39.420,8802,-63
39.420,8803,-59
39.420,8804,-55
39.440,8805,-52
39.440,8806,-49
39.440,8807,-46
39.440,8808,-43
39.459,8809,-39
39.459,8810,-36
39.459,8811,-33
39.459,8812,-31
39.482,8813,-28
39.482,8814,-25
39.482,8815,-22
39.482,8816,-19
39.500,8817,-17
39.500,8818,-15
39.500,8819,-13
39.500,8820,-11
39.533,8821,-10
39.533,8822,-8
39.533,8823,-7
39.533,8824,-6
39.533,8825,-5
39.550,8826,-5
39.550,8827,-5
39.550,8828,-4
39.550,8829,-3
39.550,8830,-2
39.572,8831,-1
39.572,8832,-1
39.572,8833,-2
39.572,8834,-3
39.572,8835,-4
39.591,8836,-6
39.591,8837,-7
39.591,8838,-9
39.591,8839,-11
39.609,8840,-12
39.610,8841,-12
39.610,8842,-13
39.610,8843,-14
39.630,8844,-16
39.630,8845,-18
39.630,8846,-18
39.630,8847,-19
39.653,8848,-18
39.653,8849,-18
39.653,8850,-17
39.653,8851,-17
39.672,8852,-17
39.672,8853,-17
39.672,8854,-16
39.672,8855,-16
39.690,8856,-15
39.690,8857,-14
39.690,8858,-13
39.690,8859,-12
39.715,8860,-12
39.715,8861,-11
39.715,8862,-10
39.715,8863,-9
39.715,8864,-8
39.729,8865,-8
39.729,8866,-7
39.729,8867,-7
39.729,8868,-7
39.729,8869,-8
39.760,8870,-9
39.761,8871,-10
39.761,8872,-10
39.761,8873,-10
39.779,8874,-10
39.779,8875,-11
39.779,8876,-12
39.779,8877,-13
39.800,8878,-13
39.800,8879,-13
39.800,8880,-14
39.800,8881,-15
39.821,8882,-15
39.821,8883,-15
39.821,8884,-15
39.821,8885,-14
39.840,8886,-14
39.840,8887,-15
39.840,8888,-15
39.840,8889,-16
39.860,8890,-16
39.860,8891,-16
39.860,8892,-15
39.860,8893,-15
39.880,8894,-15
39.880,8895,-14
39.880,8896,-14
39.880,8897,-13
39.899,8898,-13
39.899,8899,-13
39.899,8900,-13
39.899,8901,-13
39.919,8902,-12
39.919,8903,-12
39.919,8904,-11
39.919,8905,-11
39.944,8906,-11
39.944,8907,-11
39.944,8908,-11
39.944,8909,-11
39.959,8910,-10
39.960,8911,-10
39.960,8912,-9
39.960,8913,-8
39.960,8914,-7
40.000,8915,-6
40.000,8916,-5
40.000,8917,-4
40.000,8918,-2
40.000,8919,0
40.010,8920,2
40.013,8921,4
40.013,8922,7
40.013,8923,10
40.013,8924,13
40.013,8925,18
40.034,8926,25
40.034,8927,32
40.034,8928,40
40.034,8929,47
40.034,8930,53
40.054,8931,57
40.054,8932,61
40.054,8933,62
40.054,8934,61
40.054,8935,57
40.073,8936,52
40.073,8937,45
40.073,8938,38
40.073,8939,31
40.073,8940,24
40.089,8941,18
40.089,8942,12
40.089,8943,7
40.089,8944,2
40.089,8945,-2
40.114,8946,-5
40.114,8947,-8
40.114,8948,-10
40.114,8949,-13
40.131,8950,-16
40.132,8951,-18
40.132,8952,-20
40.132,8953,-22
40.149,8954,-27
40.149,8955,-37
40.149,8956,-48
40.149,8957,-59
40.170,8958,-58
40.170,8959,-35
40.170,8960,11
40.170,8961,71
40.170,8962,139
40.209,8963,195
40.209,8964,218
40.209,8965,207
40.209,8966,158
40.222,8967,86
40.222,8968,33
40.222,8969,-11
40.222,8970,-25
40.240,8971,-33
40.240,8972,-41
40.240,8973,-50
40.240,8974,-57
40.259,8975,-62
40.259,8976,-64
40.259,8977,-65
40.259,8978,-65
40.284,8979,-64
40.284,8980,-63
40.284,8981,-61
40.284,8982,-58
40.304,8983,-56
40.305,8984,-54
40.305,8985,-52
40.305,8986,-50
40.324,8987,-48
40.324,8988,-46
40.324,8989,-44
40.324,8990,-43
40.342,8991,-41
40.342,8992,-40
40.342,8993,-37
40.342,8994,-35
40.361,8995,-32
40.361,8996,-29
40.361,8997,-26
40.361,8998,-24
40.380,8999,-22
40.380,9000,-20
40.380,9001,-18
40.380,9002,-16
40.402,9003,-14
40.402,9004,-13
40.402,9005,-10
40.402,9006,-8
40.402,9007,-6
40.434,9008,-4
40.434,9009,-2
40.434,9010,0
40.434,9011,0
40.434,9012,1
40.434,9013,2
40.452,9014,2
40.452,9015,3
40.452,9016,3
40.452,9017,3
40.452,9018,4
40.452,9019,3
40.470,9020,2
40.470,9021,1
40.470,9022,1
40.470,9023,0
40.470,9024,0
40.470,9025,-1
40.491,9026,-3
40.491,9027,-5
40.491,9028,-7
40.491,9029,-8
40.491,9030,-9
40.519,9031,-11
40.519,9032,-12
40.519,9033,-12
40.519,9034,-13
40.529,9035,-14
40.529,9036,-15
40.529,9037,-16
40.529,9038,-15
40.555,9039,-15
40.555,9040,-14
40.555,9041,-14
40.555,9042,-13
40.570,9043,-11
40.570,9044,-9
40.570,9045,-7
40.570,9046,-6
40.570,9047,-5
40.590,9048,-4
40.590,9049,-4
40.590,9050,-3
40.590,9051,-2
40.590,9052,-1
40.614,9053,0
40.614,9054,1
40.614,9055,2
40.614,9056,3
40.614,9057,4
40.614,9058,5
40.614,9059,5
40.629,9060,5
40.629,9061,5
40.629,9062,6
40.629,9063,7
40.629,9064,7
40.629,9065,7
40.629,9066,7
40.661,9067,6
40.661,9068,6
40.661,9069,6
40.661,9070,6
40.661,9071,5
40.661,9072,4
40.679,9073,4
40.679,9074,4
40.679,9075,4
40.679,9076,3
40.679,9077,2
40.679,9078,3
40.679,9079,3
40.699,9080,4
40.700,9081,3
40.700,9082,2
40.700,9083,1
40.700,9084,0
40.700,9085,0
40.700,9086,0
40.720,9087,0
40.720,9088,0
40.720,9089,0
40.720,9090,0
40.720,9091,0
40.720,9092,1
40.754,9093,1
40.754,9094,1
40.754,9095,1
40.754,9096,2
40.754,9097,2
40.754,9098,2
40.754,9099,1
40.775,9100,0
40.775,9101,0
40.775,9102,1
40.775,9103,1
40.775,9104,1
40.775,9105,1
40.775,9106,0
40.801,9107,0
40.801,9108,0
40.801,9109,0
40.801,9110,0
40.801,9111,0
40.801,9112,0
40.841,9113,0
40.841,9114,1
40.841,9115,2
40.841,9116,2
40.841,9117,2
40.841,9118,2
40.841,9119,2
40.851,9120,3
40.851,9121,4
40.851,9122,6
40.851,9123,8
40.851,9124,11
40.851,9125,13
40.869,9126,16
40.869,9127,18
40.869,9128,20
40.869,9129,23
40.869,9130,28
40.903,9131,34
40.903,9132,41
40.903,9133,48
40.903,9134,53
40.903,9135,57
40.919,9136,59
40.919,9137,60
40.919,9138,59
40.919,9139,56
40.919,9140,51
40.941,9141,44
40.941,9142,37
40.941,9143,30
40.941,9144,22
40.941,9145,16
40.960,9146,10
40.960,9147,5
40.960,9148,0
40.960,9149,-4
40.960,9150,-7
40.982,9151,-11
40.982,9152,-14
40.982,9153,-17
40.982,9154,-19
41.000,9155,-21
41.000,9156,-23
41.000,9157,-24
41.000,9158,-27
41.020,9159,-32
41.021,9160,-41
41.021,9161,-54
41.021,9162,-66
41.042,9163,-73
41.042,9164,-63
41.042,9165,-28
41.042,9166,23
41.042,9167,90
41.060,9168,157
41.060,9169,215
41.060,9170,265
41.060,9171,298
41.079,9172,297
41.079,9173,262
41.079,9174,191
41.079,9175,106
41.110,9176,26
41.110,9177,-33
41.110,9178,-72
41.110,9179,-91
41.134,9180,-97
41.134,9181,-98
41.134,9182,-98
41.134,9183,-100
41.150,9184,-102
41.150,9185,-101
41.150,9186,-100
41.171,9187,-96
41.171,9188,-93
41.171,9189,-90
41.171,9190,-86
41.190,9191,-82
41.190,9192,-79
41.190,9193,-76
41.190,9194,-73
41.212,9195,-70
41.212,9196,-66
41.212,9197,-63
41.212,9198,-59
41.231,9199,-57
41.231,9200,-55
41.231,9201,-52
41.231,9202,-50
41.249,9203,-47
41.249,9204,-45
41.249,9205,-43
41.249,9206,-40
41.272,9207,-37
41.272,9208,-34
41.272,9209,-32
41.272,9210,-29
41.289,9211,-26
41.289,9212,-23
41.289,9213,-21
41.289,9214,-18
41.310,9215,-17
41.310,9216,-14
41.310,9217,-13
41.310,9218,-10
41.344,9219,-8
41.344,9220,-7
41.344,9221,-6
41.344,9222,-6
41.344,9223,-6
41.360,9224,-5
41.360,9225,-5
41.360,9226,-5
41.360,9227,-5
41.360,9228,-5
41.380,9229,-5
41.380,9230,-6
41.380,9231,-6
41.380,9232,-7
41.380,9233,-8
41.402,9234,-8
41.402,9235,-9
41.402,9236,-11
41.402,9237,-12
41.419,9238,-14
41.419,9239,-15
41.419,9240,-16
41.419,9241,-17
41.442,9242,-18
41.442,9243,-19
41.442,9244,-19
41.442,9245,-19
41.461,9246,-19
41.461,9247,-17
41.461,9248,-16
41.461,9249,-14
41.484,9250,-12
41.484,9251,-11
41.484,9252,-10
41.484,9253,-10
41.484,9254,-8
41.500,9255,-6
41.500,9256,-5
41.500,9257,-3
41.500,9258,-3
41.500,9259,-2
41.524,9260,-1
41.524,9261,0
41.524,9262,0
41.524,9263,1
41.524,9264,1
41.524,9265,2
41.539,9266,2
41.539,9267,2
41.539,9268,1
41.539,9269,1
41.539,9270,0
41.539,9271,0
41.539,9272,1
41.572,9273,1
41.572,9274,1
41.572,9275,1
41.572,9276,1
41.572,9277,1
41.572,9278,1
41.593,9279,1
41.593,9280,1
41.593,9281,1
41.593,9282,1
41.593,9283,1
41.593,9284,1
41.593,9285,2
41.610,9286,2
41.610,9287,2
41.610,9288,2
41.610,9289,2
41.610,9290,3
41.610,9291,3
41.610,9292,3
41.642,9293,3
41.642,9294,2
41.642,9295,3
41.642,9296,3
41.642,9297,4
41.642,9298,4
41.660,9299,4
41.660,9300,5
41.660,9301,5
41.660,9302,6
41.660,9303,7
41.660,9304,7
41.660,9305,7
41.690,9306,7
41.690,9307,7
41.690,9308,7
41.690,9309,7
41.690,9310,7
41.690,9311,7
41.690,9312,8
41.710,9313,8
41.710,9314,9
41.710,9315,10
41.710,9316,10
41.710,9317,9
41.710,9318,9
41.742,9319,8
41.742,9320,9
41.742,9321,9
41.742,9322,10
41.742,9323,10
41.742,9324,9
41.761,9325,10
41.761,9326,10
41.761,9327,11
41.761,9328,11
41.761,9329,12
41.779,9330,12
41.779,9331,13
41.779,9332,15
41.779,9333,17
41.779,9334,19
41.801,9335,21
41.801,9336,23
41.801,9337,26
41.801,9338,29
41.801,9339,34
41.820,9340,41
41.820,9341,47
41.820,9342,53
41.820,9343,58
41.820,9344,61
41.844,9345,64
41.844,9346,64
41.844,9347,63
41.844,9348,59
41.844,9349,54
41.870,9350,48
41.871,9351,41
41.871,9352,35
41.871,9353,28
41.871,9354,22
41.895,9355,16
41.895,9356,11
41.895,9357,6
41.895,9358,2
41.895,9359,0
41.910,9360,-3
41.910,9361,-6
41.910,9362,-8
41.910,9363,-11
41.910,9364,-13
41.942,9365,-13
41.942,9366,-14
41.942,9367,-16
41.942,9368,-20
41.953,9369,-27
41.953,9370,-37
41.953,9371,-51
41.953,9372,-62
41.972,9373,-65
41.972,9374,-47
41.972,9375,-2
41.972,9376,55
41.990,9377,125
41.990,9378,187
41.990,9379,242
41.990,9380,289
42.015,9381,313
42.015,9382,301
42.015,9383,254
42.015,9384,174
42.031,9385,88
42.031,9386,16
42.031,9387,-32
42.031,9388,-58
42.031,9389,-70
42.049,9390,-72
42.049,9391,-75
42.049,9392,-78
42.049,9393,-81
42.072,9394,-84
42.072,9395,-83
42.072,9396,-81
42.072,9397,-76
42.105,9398,-72
42.105,9399,-68
42.105,9400,-65
42.105,9401,-62
42.122,9402,-58
42.122,9403,-56
42.122,9404,-53
42.122,9405,-51
42.140,9406,-48
42.140,9407,-45
42.140,9408,-43
42.140,9409,-40
42.162,9410,-38
42.162,9411,-35
42.162,9412,-32
42.162,9413,-29
42.179,9414,-26
42.179,9415,-23
42.179,9416,-20
42.179,9417,-18
42.202,9418,-16
42.202,9419,-14
42.202,9420,-13
42.202,9421,-11
42.222,9422,-9
42.222,9423,-7
42.222,9424,-4
42.222,9425,-1
42.222,9426,0
42.239,9427,3
42.239,9428,4
42.239,9429,5
42.239,9430,6
42.239,9431,6
42.239,9432,7
42.239,9433,7
42.260,9434,8
42.261,9435,8
42.261,9436,8
42.261,9437,7
42.261,9438,6
42.261,9439,6
42.281,9440,6
42.281,9441,5
42.281,9442,4
42.281,9443,3
42.281,9444,1
42.281,9445,0
42.281,9446,-2
42.313,9447,-3
42.313,9448,-5
42.313,9449,-6
42.313,9450,-8
42.334,9451,-10
42.334,9452,-11
42.334,9453,-13
42.334,9454,-15
42.352,9455,-16
42.352,9456,-17
42.352,9457,-17
42.352,9458,-18
42.373,9459,-17
42.373,9460,-17
42.373,9461,-17
42.373,9462,-16
42.389,9463,-16
42.389,9464,-14
42.389,9465,-13
42.389,9466,-11
42.410,9467,-10
42.410,9468,-9
42.410,9469,-7
42.410,9470,-5
42.410,9471,-4
42.432,9472,-2
42.432,9473,-1
42.432,9474,0
42.432,9475,1
42.432,9476,2
42.432,9477,3
42.432,9478,3
42.451,9479,4
42.451,9480,5
42.451,9481,6
42.451,9482,6
42.451,9483,6
42.451,9484,7
42.472,9485,7
42.472,9486,8
42.472,9487,8
42.472,9488,8
42.472,9489,9
42.472,9490,8
42.472,9491,8
42.493,9492,7
42.493,9493,5
42.493,9494,5
42.493,9495,5
42.493,9496,5
42.493,9497,4
42.493,9498,3
42.519,9499,4
42.520,9500,3
42.520,9501,3
42.520,9502,2
42.520,9503,0
42.520,9504,0
42.541,9505,0
42.541,9506,0
42.541,9507,-1
42.541,9508,-2
42.541,9509,-2
42.541,9510,-2
42.564,9511,-2
42.564,9512,-3
42.564,9513,-4
42.564,9514,-4
42.564,9515,-5
42.583,9516,-6
42.583,9517,-7
42.583,9518,-7
42.583,9519,-7
42.583,9520,-7
42.600,9521,-7
42.600,9522,-7
42.600,9523,-8
42.600,9524,-8
42.600,9525,-8
42.620,9526,-8
42.620,9527,-8
42.620,9528,-8
42.620,9529,-9
42.620,9530,-9
42.642,9531,-9
42.643,9532,-10
42.643,9533,-10
42.643,9534,-10
42.662,9535,-10
42.662,9536,-10
42.662,9537,-11
42.662,9538,-11
42.682,9539,-10
42.682,9540,-10
42.682,9541,-9
42.682,9542,-8
42.702,9543,-7
42.702,9544,-6
42.702,9545,-5
42.702,9546,-4
42.702,9547,-3
42.730,9548,-2
42.730,9549,-1
42.730,9550,-1
42.733,9551,0
42.733,9552,0
42.733,9553,0
42.751,9554,0
42.751,9555,2
42.751,9556,4
42.751,9557,6
42.751,9558,9
42.751,9559,11
42.771,9560,14
42.771,9561,17
42.771,9562,21
42.772,9563,27
42.772,9564,36
42.791,9565,44
42.791,9566,52
42.791,9567,57
42.791,9568,61
42.791,9569,65
42.811,9570,65
42.811,9571,64
42.811,9572,60
42.811,9573,54
42.811,9574,49
42.830,9575,43
42.830,9576,37
42.830,9577,29
42.830,9578,21
42.830,9579,16
42.851,9580,11
42.852,9581,6
42.852,9582,1
42.852,9583,-2
42.852,9584,-5
42.852,9585,-8
42.870,9586,-10
42.870,9587,-13
42.870,9588,-17
42.870,9589,-17
42.896,9590,-20
42.897,9591,-21
42.897,9592,-25
42.897,9593,-33
42.913,9594,-44
42.913,9595,-58
42.913,9596,-69
42.914,9597,-73
42.941,9598,-55
42.941,9599,-10
42.941,9600,47
42.941,9601,119
42.949,9602,181
42.949,9603,180
42.949,9604,164
42.949,9605,87
42.981,9606,11
42.981,9607,-52
42.981,9608,-92
42.981,9609,-110
43.000,9610,-114
43.000,9611,-110
43.000,9612,-106
43.022,9613,-104
43.022,9614,-103
43.022,9615,-99
43.022,9616,-96
43.039,9617,-89
43.039,9618,-84
43.039,9619,-79
43.039,9620,-74
43.065,9621,-69
43.065,9622,-65
43.065,9623,-61
43.065,9624,-57
43.079,9625,-54
43.079,9626,-51
43.079,9627,-48
43.079,9628,-45
43.099,9629,-42
43.099,9630,-38
43.099,9631,-36
43.099,9632,-33
43.122,9633,-31
43.122,9634,-29
43.122,9635,-27
43.122,9636,-24
43.143,9637,-22
43.143,9638,-19
43.143,9639,-17
43.143,9640,-15
43.159,9641,-12
43.159,9642,-9
43.159,9643,-6
43.159,9644,-4
43.159,9645,-1
43.184,9646,0
43.184,9647,2
43.184,9648,3
43.184,9649,4
43.184,9650,5
43.184,9651,5
43.184,9652,6
43.215,9653,7
43.216,9654,7
43.216,9655,8
43.216,9656,8
43.216,9657,8
43.216,9658,7
43.216,9659,6
43.230,9660,5
43.230,9661,4
43.230,9662,3
43.230,9663,1
43.230,9664,0
43.230,9665,-1
43.253,9666,-3
43.253,9667,-2
43.253,9668,-4
43.253,9669,-4
43.253,9670,-6
43.274,9671,-8
43.274,9672,-8
43.274,9673,-9
43.274,9674,-8
43.274,9675,-10
43.290,9676,-11
43.290,9677,-10
43.290,9678,-10
43.290,9679,-9
43.310,9680,-9
43.310,9681,-10
43.310,9682,-8
43.310,9683,-8
43.310,9684,-6
43.331,9685,-6
43.331,9686,-6
43.331,9687,-4
43.331,9688,-3
43.331,9689,-1
43.350,9690,-1
43.351,9691,-1
43.351,9692,1
43.351,9693,2
43.351,9694,4
43.351,9695,4
43.370,9696,4
43.370,9697,6
43.370,9698,6
43.370,9699,8
43.370,9700,8
43.370,9701,7
43.390,9702,10
43.390,9703,10
43.390,9704,11
43.390,9705,10
43.390,9706,9
43.422,9707,10
43.422,9708,9
43.422,9709,9
43.422,9710,8
43.422,9711,6
43.422,9712,8
43.422,9713,7
43.442,9714,9
43.442,9715,7
43.442,9716,6
43.442,9717,6
43.442,9718,6
43.442,9719,6
43.442,9720,5
43.460,9721,4
43.460,9722,4
43.460,9723,3
43.460,9724,3
43.460,9725,3
43.460,9726,3
43.492,9727,3
43.492,9728,3
43.492,9729,3
43.492,9730,2
43.492,9731,2
43.492,9732,1
43.492,9733,1
43.511,9734,0
43.511,9735,0
43.511,9736,0
43.511,9737,2
43.511,9738,2
43.511,9739,3
43.511,9740,2
43.541,9741,1
43.541,9742,3
43.541,9743,3
43.541,9744,5
43.541,9745,4
43.541,9746,2
43.582,9747,2
43.582,9748,2
43.582,9749,2
43.582,9750,1
43.582,9751,0
43.582,9752,0
43.582,9753,-1
43.589,9754,-1
43.589,9755,-1
43.589,9756,-1
43.589,9757,-1
43.589,9758,0
43.614,9759,0
43.614,9760,0
43.614,9761,0
43.614,9762,2
43.614,9763,1
43.614,9764,2
43.614,9765,1
43.640,9766,0
43.640,9767,2
43.640,9768,2
43.640,9769,4
43.640,9770,3
43.640,9771,2
43.670,9772,1
43.670,9773,1
43.670,9774,0
43.670,9775,0
43.670,9776,0
43.670,9777,0
43.670,9778,-1
43.694,9779,0
43.694,9780,0
43.694,9781,2
43.694,9782,8
43.694,9783,10
43.694,9784,13
43.712,9785,14
43.712,9786,17
43.712,9787,24
43.712,9788,30
43.712,9789,40
43.730,9790,45
43.730,9791,49
43.730,9792,55
43.730,9793,57
43.730,9794,60
43.749,9795,58
43.749,9796,54
43.749,9797,52
43.749,9798,45
43.749,9799,41
43.791,9800,33
43.791,9801,24
43.791,9802,20
43.791,9803,13
43.791,9804,10
43.804,9805,3
43.804,9806,-2
43.804,9807,-7
43.804,9808,-10
43.824,9809,-12
43.824,9810,-15
43.824,9811,-17
43.824,9812,-17
43.839,9813,-19
43.840,9814,-20
43.840,9815,-23
43.840,9816,-27
43.864,9817,-34
43.864,9818,-44
43.864,9819,-57
43.864,9820,-69
43.893,9821,-76
43.894,9822,-65
43.894,9823,-29
43.894,9824,24
43.894,9825,92
43.900,9826,158
43.900,9827,216
43.900,9828,267
43.900,9829,299
43.923,9830,296
43.923,9831,259
43.923,9832,187
43.923,9833,103
43.940,9834,26
43.940,9835,-30
43.940,9836,-66
43.940,9837,-81
43.962,9838,-87
43.962,9839,-87
43.962,9840,-87
43.962,9841,-88
43.984,9842,-85
43.984,9843,-83
43.984,9844,-79
43.984,9845,-77
44.010,9846,-76
